label,model_idx,fape,lddt,rmsd,kabsch,prmsd,plddt,plddt_pde
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,64,3.2007710933685303,0.8224523663520813,8.768282890319824,1.108656883239746,5.334266185760498,0.4987499713897705,0.568940281867981
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,65,2.8467493057250977,0.8751393556594849,2.4981932640075684,1.9630242586135864,5.340169906616211,0.5143749713897705,0.5873162746429443
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,66,2.4884567260742188,0.8911718130111694,1.7400404214859009,0.9339273571968079,5.350547790527344,0.5081249475479126,0.6750929951667786
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,67,3.013979434967041,0.8508776426315308,2.828346014022827,2.1344757080078125,5.639097213745117,0.5812499523162842,0.599605917930603
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,68,2.7292985916137695,0.8839297294616699,1.453053593635559,0.7906932234764099,5.645683288574219,0.5331249833106995,0.595595121383667
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,69,2.5736610889434814,0.885985255241394,1.3278437852859497,0.7956939339637756,5.64717435836792,0.492499977350235,0.6272343993186951
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,70,2.622377395629883,0.8867166638374329,1.685929775238037,0.8792609572410583,5.739712238311768,0.575624942779541,0.5766817927360535
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,71,2.7413437366485596,0.8775455355644226,1.756937026977539,0.7963154911994934,5.742160320281982,0.4818750023841858,0.5651159286499023
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,72,2.867459297180176,0.858943521976471,3.2324414253234863,1.5920082330703735,5.77256965637207,0.4843749701976776,0.5489956140518188
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,73,2.7443337440490723,0.8770629167556763,1.936137080192566,0.8519920110702515,5.773101329803467,0.5087499618530273,0.5944849252700806
